tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product
dear google photobooth suck sxsw,google product service,0
quotapple elegant fascist corporation america todayquot kara swisher sxsw flipboard,apple,0
sxsw people hacky sack app ipad stop asking sxsw,,1
googlebing qampa panel like world expensive seo consultation sxsw,google,2
temp appletore set sxsw yay link austin tech,apple,2
rumour cleared gtgt rt mention launching product sxsw plenty else join u link,,1
learn design headache ipad sxsw,ipad,0
ready learn quotdesigning ipad interface new navigation schemasquot sxsw uxdes,ipad,2
plane leaving sxsw never seen many apple device one plane,apple,2
google celebrating pi day style sxsw link,google,2
spark selected finalist team android choice award youre austin please come amp support link sxsw,android,2
yeah googlegays get sxswsex mention popular gay dating app grindr android link grindr sxsw,android app,2
sxsw leo laporte pledge fan wife quotgb wifi white ipadquot leo drunk,,1
barry diller say ipadonly magazine like daily dont make sense link sxsw,ipad iphone app,0
barry diller say youre silly write content one form factor apple like get money sxsw,apple,0
barry diller talk daily beastnewsweek daily ipad sxsw link seo sem thedaily barrydiller topnews,,1
barry diller truly emotional thing ipad harlow ipad diller quotits betterquot sxsw,ipad,2
barry diller newsbeast merger might work barry diller link news barrydiller iac newsweek sxsw cyber iphone,,1
barry diller ipadonly newspaper app quotipad supersededquot sxsw,,1
barry dillers pragmatic straight forward nice look like want u grab pitchfork v apple sxsw,apple,0
every outlet bar iphone charger sxsw mention driskill hotel bar w others pic link,,1
mention let know dont get apple tv sxsw colleague wholl fly vega short trip day,,1
ipad tablet etc aiding greater adoption mobile device screen size larger mobilefarm sxsw,,1
mention let go apple store score ipad sxsw widfy,ipad,2
sxsw go let rate amp review session although experience iphone bit torturous,iphone,0
clever ipad come first day sxsw pop apple store right indoor town austin clever,ipad,2
aron pilhofer new york time endorsed html ipad newsapps sxsw asked u tweet actually said,ipad,2
austin police hard work guarding apple store sxsw link,,1
mean sliced bread great google bread going revolutionary sxsw,google,2
si julie life death rockaroke struggle win ipad fandango sxsw party hole bad religion far,ipad,2
want likability virgin trustworthiness zappos product apple mention pnid sxsw enchantment,apple,2
look like laptop dock motorola atrix android phone att awesome sxsw link,android,2
ltnice lil sizzle reelgt sxsw number video link music socialmedia,,1
first line mention sxsw mention store ipad mention apple store sxsw pic link,apple,2
line apple popup store austin open pm sxsw link,,1
long line ginger man bathroom saved sxsw popup apple store closed right midnight walked,,1
st line ipad sxsw mention apple store sxsw w others link,,1
first line morning apple popup store austin mention caught mention morning link sxsw,,1
apple decline html browser war iv panel sxsw,,1
apple selling ipad sxsw california great building cult following link,ipad,2
who killing chevytweethouse mention ipad dj sxsw link,ipad,2
still feeling pukey jet blue terminal smelling like fart managed buy apple slice notwinning sxsw,,1
apple selling new terpit album rt mention lined sxsw apple pop store,,1
mention link google story doesnt work thx sxsw,,1
mention link google huh see u austin sxsw let buy drink youll,,1
listen talk mention marissa mayer sxsw,,1
going listen former mention coworker speak quottripquot mar nasa ipad time sxsw,,1
staying alive indie iphone game development survive sxsw mention acc room ab w others link,,1
watching live tsunami apple ipad line austin sxsw mostly mention oh sexy mention,,1
ipad delivery pop mention store mention quite possible sxsw sxswi link,ipad,2
never realized storymeaning behind every google logo cool loving hearing googledoodle team gsdm sxsw,google,2
austin folk store carry apple accessory keyboardmouse near alamo lake creek mine didnt make trip sxsw,,1
calling android amp iphone app devs need follow mention amp find sxsw screenburn cool swag,,1
fell asleep hour eye open staring sxsw stream ipad link,,1
ipad taking sxsw im prepared fun weekend career,ipad,2
google connect digital amp physical world mobile link sxsw,,1
google connect digital amp physical world mobile link sxsw mobile mcommerce,,1
google eat rhizome sxswk sxsw mention hilton link,google,0
omg still line new ipad n dieing hunger sxsw else line,ipad,2
welcome ipad owner new used ipad owner there room everyone party sxsw postpc,ipad,2
google launch new social network called circle link focused increased privacy amp relevanceannounced sxsw,,1
google launch major new social network called circle sxsw,,1
google soll noch heute social network google circle starten link sxsw via mention mention,,1
google launch facebook competitor circle mention sxsw today thought creeper halffriends world disappointed,google,0
google preview major new social service circle sxsw today say mention link ht mention,,1
hearing sort conflicting report google launching circlesgoogleme sxsw real word austin link,,1
suck rt mention rt mention google preview major new social service circle sxsw today link,google product service,0
google take world sxsw mention acc ballroom w others link,google,2
look people sxsw ipad shame,ipad,0
want yall know apple built pop store day selling ipad wow sxsw link,apple,2
morning hearing google circle today link sxsw,,1
yes gowalla win best andoid app team android choice award thanks sxsw,android app,2
app called hand sxsw rt mention need app turn iphone wifi mouse ipad exist,,1
hello holler gram come take look new first ipad app link hollergram sxsw,ipad iphone app,2
hello holler gram get know mention new ipad app link hollergram sxsw,,1
link killer shot got last night mention nokiaconnects concert sxsw,,1
realllllllly need upgrade phone haha rt mention iphone apps youll probably need use sxsw link,ipad iphone app,2
barton hollow free song download amp featured album mention mention featured mix link itunes sxsw,,1
really good look ie today mention sxsw apple fanboy impressed,ipad iphone app,2
tim oreilly web definition company survived built value consumergenerated data ebay amazon google sxsw,,1
really hoping sxsw would bring android version mention oh well maybe somedaya long time,android app,0
overload info delivered google kill discovery google say ppl wont lose curiosity wonderwe need serendipity sxsw,google,0
data overload every month bil piece facebook content bil tweet amp bil google search sxsw,,1
downloaded sxsw go app android market let get ittttt,android app,2
downloaded asddieu app preparation sxsw pumped need check link app event networking,ipad iphone app,2
woman lobby quottheres website called like stupid iphone speller ppl taking pic funny autocorrected wordsquot sxsw,,1
rumoured location apple pop store iun austin texas sxswcheers link,apple,1
guy get logo tattoo ipad link sxsw austin,,1
mention lol sxsw apple pop store ipad flying shelf hipster feeding frenzy,ipad,2
wow long queue people apple pop store bought ipads sxswmention roomnokiaconnects,ipad,2
mention look like could get ipad link apple sxsw,ipad,2
awesome lost colleague left iphone car fail sxsw,,1
mention lost way caring much business tim oreilly sxsw,,1
expect lot buzz ipad sxsw since come tomorrow support flash maybe link elonsxsw,ipad,2
kinda jealous ubiquity ipads heresxsw,ipad,2
lot love google apis session visualizing government data mention sxsw including map map api fusion table refine,google product service,2
mention love ipad got one popup apple store sxsw attendee,ipad,2
mention love yall sxsw come im getting login authorization error almost every time open app iphone,ipad iphone app,0
apple employee psyche line pop shop sxsw moment ipad go sale link,apple,2
sxsw help request wheres downtown austin apple store ive walked past cant find amp doesnt show map search thx,,1
whrrl girl handing chance win audi car come find u sxsw mention apple store sxsw link,,1
apple built pop store day sxsw open selling ipad,,1
apple built experience ecosystem ipod mp player app critthink sxsw,,1
rt loveltgt hey austin know little iphone android love music amp wan na make hour sxsw please let know hey,,1
valuable apple ipad apps top critical task managed uberla lt ipad day sxsw link,,1
hey lucky dog sxsw ipads check holler gram app link,ipad,2
failure google buzz google latitude google circle seriously google need concentrate search fail google sxsw,google,0
lustre pearl teamandroidsxsw cause love android geek sxsw link,android,2
mr heavenly aka band w michael cera ready rock bat bar sxsw iphone camera de rigeur,iphone,2
timely sxsw rt mention bings search engine share continues rise google still top link,google,2
hmmonly sxsw rightbrain mwrc leftbrain rt mention mention sxsw attendee mac ipad,ipad,2
matter time googleto launch social network may called google circle link via mention sxsw,,1
finally get everyone buy facebook google introduces circle fair stop innovation people sxsw,google product service,0
